titulo;preco;desc;erate;url;lat;lng;Quartos;Lugares de Estacionamento;WC's;Tam. do Lote (m²);Ano Construção;Total m² ;Casas de Banho;Total de Assoalhadas;Nº de Andar;Àrea de Construção (m²);Nº Pisos;Tamanho do Lote:
Apartamentos NOVOS;270.000 €;Fantásticos apartamentos a estrear em zona central e de referência, excelente localização, muita luminusidade, acabamentos de luxo.Materiais escolhidos com todo o detalhe e requinte. Vidros duplos com protecção térmica, estores elétricos de laminas de aluminio, pavimentos em Sucupira envernizada, painéis solares, aspiração central, alarme de tecnologia wireless, ar condicionado(solução por condutas).2 lugares de parqueamento, arrecadação.Venha conhecer, óptimos preços! ;A+;http://www.remax.pt/Condo-Apartment-For-Sale-Parede-Cascais_122911114-75;38.696805;-9.2991;3;;;144,00;2012;144;;4;4º Andar;;;
FINANCIAMENTO 100% SPREAD 1%;170.000 €;Moradia T3 com linhas arquitectónicas modernas, em condomínio privado com piscina, composto por 9 fogos. Painel solar, estores eléctricos, ar-condicionado e pré-instalação para aspiração central. 2 lugares de garagem, com acesso directo à moradia. Logradouro com acesso directo à piscina.Perto dos serviços. Zona sossegada. A poucos minutos da praia.;A+;http://www.remax.pt/Two-Family-House-For-Sale-Ferreiras-Albufeira_122371014-270;37.126039;-8.231936;3;;;;2011;178;3;4;;;;
T3 LISBOA / GREEN PARK ;365.000 €;Apartamento c/ 4 assoalhadas, com aquecimento central, cozinha equipada, 2 lugares de estacionamento e arrecadação, inserido no prestigioso Condomínio Privado "GREEN PARK", com jardins, piscina e segurança 24 horas.A qualidade de construção é garantida pela assinatura do Arq. Valsassina e Teixeira & Duarte.Excelente localização, a 2 passos da Praça de Espanha, Eixo Norte-Sul e 2ª Circular, junto à Universidade Católica, Polo Universitário e Hospitais de Stª Maria, da Luz e dos Lusíadas.Não perca esta oportunidade! Venha conhecer!;A+;http://www.remax.pt/Condo-Apartment-For-Sale-Sao-Domingos-de-Benfica-Lisbon_121961042-169;38.745601;-9.164492;3;;1;;1997;167;2;4;2º Andar;;;
Prédio T1+1 !;118.000 €;Venha conhecer este triplex, um apartamento que é um prédio. Remodelado por arquitecto com as mais valias de um apartamento novo, ar condicionado, painel solar com caldeira, janelas em pvc oscilo-batentes, pavimento em carvalho e janelas velux com vista para o Parque do Monsanto. No r/c existe a cozinha equipada, a sala, as escadas e um espaço para arrumos. No 1º piso temos o quarto com roupeiros, a casa de banho e a escada de acesso ao mezzanine. No mezzanine temos um espaço que serve para escritório. Aproveite esta oportunidade!;A+;http://www.remax.pt/Condo-Apartment-For-Sale-Campolide-Lisbon_122911116-19;38.725757;-9.167408;1;;;39,00;1965;56;1;2;Triplex;52,00;3;
VIVER NA FOZ;638.000 €;Nascido no encontro da Rua do Carvalho com a Rua Diogo Botelho que lhe dá o nome, o Edifício Foz Diogo Botelho beneficia de uma localização privilegiada em pleno Porto, a desaguar na Foz. Com zonas verdes à sua volta, espaços abundante, amplas vistas e todos os serviços e comodidades de uma zona que desde sempre tem vindo a fixar os mais exigentes portuenses.Localizado junto à Universidade Católica, são imediatas as ligações do Edifício tanto à Praça do Império e Foz, para um lado, como à Rua Diogo Botelho, Campo Alegre e VCI, pelo outro.;A+;http://www.remax.pt/Condo-Apartment-For-Sale-Foz-do-Douro-Oporto_123571053-180;41.152228;-8.654504;4;;;228,00;2012;220;;5;4º Andar;;;
VIVER NA FOZ;577.500 €;Nascido no encontro da Rua do Carvalho com a Rua Diogo Botelho que lhe dá o nome, o Edifício Foz Diogo Botelho beneficia de uma localização privilegiada em pleno Porto, a desaguar na Foz. Com zonas verdes à sua volta, espaços abundante, amplas vistas e todos os serviços e comodidades de uma zona que desde sempre tem vindo a fixar os mais exigentes portuenses.Localizado junto à Universidade Católica, são imediatas as ligações do Edifício tanto à Praça do Império e Foz, para um lado, como à Rua Diogo Botelho, Campo Alegre e VCI, pelo outro.;A+;http://www.remax.pt/Condo-Apartment-For-Sale-Foz-do-Douro-Oporto_123571053-181;41.152228;-8.654504;4;;;228,00;2012;220;;5;2º Andar;;;
VIVER NA FOZ;561.000 €;Nascido no encontro da Rua do Carvalho com a Rua Diogo Botelho que lhe dá o nome, o Edifício Foz Diogo Botelho beneficia de uma localização privilegiada em pleno Porto, a desaguar na Foz. Com zonas verdes à sua volta, espaços abundante, amplas vistas e todos os serviços e comodidades de uma zona que desde sempre tem vindo a fixar os mais exigentes portuenses.Localizado junto à Universidade Católica, são imediatas as ligações do Edifício tanto à Praça do Império e Foz, para um lado, como à Rua Diogo Botelho, Campo Alegre e VCI, pelo outro.;A+;http://www.remax.pt/Condo-Apartment-For-Sale-Foz-do-Douro-Oporto_123571053-182;41.152228;-8.654504;4;;;228,00;2012;220;;5;2º Andar;;;
CONDOMÍNIO DE LUXO STº AMARO;155.000 €;Ref. A-167  LAGOS – Condomínio de Luxo Stº AmaroApartamento de luxo, tipo T2, em condomínio fechado no centro da cidade.Acabamentos e equipamentos de grande qualidade, ar condicionado e aspiração central instalados, cozinha totalmente equipada, águas quentes por sistema solar. Óptimas varandas, estacionamento.Zona de lazer com piscina (aquecida).Apartamento modelo para visita.Classificação Energética A+Ref. A-167  LAGOS – Stº Amaro´s Charm CondominiumCosy two bedrooms apartment, on a closed and very private condominium, very near to the Town centre.Superb finishing’s and equipped with air conditioning, central vacuum cleaning, fully fitted...;A+;http://www.remax.pt/Condo-Apartment-For-Sale-Lagos-(Sao-Sebastiao)-Lagos_123041002-57;37.106396;-8.682203;2;;;;2010;100;2;3;;;;
Luxuoso Apartamento T4 novo em frente ao Mar ;525.470 €;Apartamento T4 em frente ao mar com acabamentos de Luxo. Localizado numa zona nobre e totalmente requalificada de Vila Nova de Gaia, no entanto próximo do centro urbano. Com uma visão moderna e futurista, concilia as mais recentes técnicas de construção com o conforto e eficiência energética, sem nunca esquecer a segurança e a funcionalidade. Sem descurar o lazer e o bem estar, este apartamento está inserido num edifício com piscina interior aquecida, jacuzzi e banho turco. Tem ainda uma envolvente de espaços ajardinados aonde poderá usufruir do ar puro, da brisa do mar e do sol. ;A+;http://www.remax.pt/Condo-Apartment-For-Sale-Canidelo-Vila-Nova-de-Gaia_123571055-15;41.128601;-8.666775;4;;;278,00;2014;278;3;5;;;2;
Luxuoso Apartamento T4 novo em frente ao Mar ;506.550 €;Apartamento T4 em frente ao mar com acabamentos de Luxo. Localizado numa zona nobre e totalmente requalificada de Vila Nova de Gaia, no entanto próximo do centro urbano. Com uma visão moderna e futurista, concilia as mais recentes técnicas de construção com o conforto e eficiência energética, sem nunca esquecer a segurança e a funcionalidade. Sem descurar o lazer e o bem estar, este apartamento está inserido num edifício com piscina interior aquecida, jacuzzi e banho turco. Tem ainda uma envolvente de espaços ajardinados aonde poderá usufruir do ar puro, da brisa do mar e do sol. ;A+;http://www.remax.pt/Condo-Apartment-For-Sale-Canidelo-Vila-Nova-de-Gaia_123571055-14;41.128601;-8.666775;4;;;277,00;2014;277;3;5;;;1;
Luxuoso Apartamento T4 novo em frente ao Mar ;594.330 €;Apartamento T4 em frente ao mar com acabamentos de Luxo. Localizado numa zona nobre e totalmente requalificada de Vila Nova de Gaia, no entanto próximo do centro urbano. Com uma visão moderna e futurista, concilia as mais recentes técnicas de construção com o conforto e eficiência energética, sem nunca esquecer a segurança e a funcionalidade. Sem descurar o lazer e o bem estar, este apartamento está inserido num edifício com piscina interior aquecida, jacuzzi e banho turco. Tem ainda uma envolvente de espaços ajardinados aonde poderá usufruir do ar puro, da brisa do mar e do sol. ;A+;http://www.remax.pt/Condo-Apartment-For-Sale-Canidelo-Vila-Nova-de-Gaia_123571055-17;41.128601;-8.666775;4;;;299,00;2014;299;3;5;;;4;
Luxuoso Apartamento T4 novo em frente ao Mar ;565.180 €;Apartamento T4 em frente ao mar com acabamentos de Luxo. Localizado numa zona nobre e totalmente requalificada de Vila Nova de Gaia, no entanto próximo do centro urbano. Com uma visão moderna e futurista, concilia as mais recentes técnicas de construção com o conforto e eficiência energética, sem nunca esquecer a segurança e a funcionalidade. Sem descurar o lazer e o bem estar, este apartamento está inserido num edifício com piscina interior aquecida, jacuzzi e banho turco. Tem ainda uma envolvente de espaços ajardinados aonde poderá usufruir do ar puro, da brisa do mar e do sol. ;A+;http://www.remax.pt/Condo-Apartment-For-Sale-Canidelo-Vila-Nova-de-Gaia_123571055-16;41.128601;-8.666775;4;;;298,00;2014;298;3;5;;;3;
NOVO - MORADIA DE SONHO EM HARMONIA COM A NATUREZA;530.000 €;  Fantástica moradia inserida no empreendimento Quinta de São Sebastião, no topo da Vila de Barcarena, com excelente vista de campo e mar! Áreas amplas e layout interno moderno e funcional, eficiência energética A+, construção de elevada qualidade e cuidada seleção de acabamentos e equipamentos. Cozinha totalmente equipada. Aspiração central e alarme volumétrico contra intrusão. Ar condicionado Mitsubishi. Painéis solares Vulcano (águas quentes). Estacionamento privativo para 3 automóveis.Proximidade de importantes eixos rodoviários e a poucos minutos de áreas...;A+;http://www.remax.pt/Two-Family-House-For-Sale-Barcarena-Oeiras_120181138-252;38.719933;-9.269425;4;;2;266,00;2008;240;2;5;;;3;
T2 - Box para 1 carro  - NOVO;226.750 €;Procura um lugar para viver com qualidade acima da média, o edifício "Miradouro Plaza" apresenta-se como uma  inovadora e distinta da restante oferta imobiliária na zona da Quinta Grande – Alfragide. No edifício "Miradouro Plaza" foi atingida a mais elevada qualidade funcional e estética. Os mais elevados padrões estão presentes na qualidade de construção, nos acabamentos interiores, na aplicação de isolamentos térmicos e acústicos, na fachada ventilada, nas cozinhas totalmente equipadas e no rigor em termos de sustentabilidade energética que permitem a obtenção da certificação energética A+.  Um apartamento eficiente a menos de 5 minutos de Lisboa. Viver na Quinta Grande é beneficiar de...;A+;http://www.remax.pt/Condo-Apartment-For-Sale-Alfragide-Amadora_123291068-38;38.73682;-9.224931;2;;;616,00;2011;100;2;3;7º Andar;;;
APARTAMENTO A ESTREAR COM VISTA MAR;132.700 €;Apartamento com VISTA MAR em zona calma.Composto por 2 quartos, um em suite. Sala de grandes dimensões.Cozinha totalmente equipada, eletrodomésticos da Marca SIEMENS.Inclui máquina de lavar e máquina de secar roupa.Ar condicionado nos quartos e sala.Painéis SolaresAspiração centralSom ambienteLuz por sensores na escadasEstacionamento na garagem;A+;http://www.remax.pt/Condo-Apartment-For-Sale-Quelfes-Olhao_123561036-55;37.036431;-7.827185;2;1;;576,00;2011;114;2;3;;;;
t1 novo ultimo para venda ao c.c peninsula;100.000 €;T1 no condominio Hamilton, junto à rotunda da BoavistaTopo de gamaCom acabamentos de luxoDomótica, som ambienteestores eletricos, aquecimento central,aspiraçao central, toalheiros eletricosCozinha totalmente equipada inclusive com maquina de lavar roupa e micro ondas, além de placa, forno, frigorifico embutido.Suite com vestidor separado da area de dormirVisite já;A+;http://www.remax.pt/Condo-Apartment-For-Sale-Massarelos-Oporto_122071062-129;41.156667;-8.631472;1;;;82,00;2009;62;;2;;;;
APARTAMENTO NOVO - URBANIZAÇÃO UNIVERSITAS;120.000 €;Apartamento T2 novo  de arquitectura moderna inserido em zona tranquila a curta distância da Universidade do Minho, do Centro Nanotecnologia e do Hospital de Braga com ótimas acessibilidade.Fachadas ventiladas e um excelente isolamento térmico e acústico.Rede interna de fibra óptica, aquecimento central (caldeira gás natural), painéis solares, aspiração central, lavandaria e garagem individual.Cozinha equipada com eletrodomésticos.;A+;http://www.remax.pt/Condo-Apartment-For-Sale-Gualtar-Braga_123331027-25;41.570406;-8.385047;2;;;128,00;2013;115;;3;3º Andar;;;
Luxuoso Apartamento T4 novo em frente ao Mar ;606.980 €;Apartamento T4 em frente ao mar com acabamentos de Luxo. Localizado numa zona nobre e totalmente requalificada de Vila Nova de Gaia, no entanto próximo do centro urbano. Com uma visão moderna e futurista, concilia as mais recentes técnicas de construção com o conforto e eficiência energética, sem nunca esquecer a segurança e a funcionalidade. Sem descurar o lazer e o bem estar, este apartamento está inserido num edifício com piscina interior aquecida, jacuzzi e banho turco. Tem ainda uma envolvente de espaços ajardinados aonde poderá usufruir do ar puro, da brisa do mar e do sol. ;A+;http://www.remax.pt/Condo-Apartment-For-Sale-Canidelo-Vila-Nova-de-Gaia_123571055-18;41.128601;-8.666775;4;;;310,00;2014;310;3;5;;;4;
EXCELENTE DUPLEX COM VISTA MAR;209.700 €;DUPLEX situado numa zona calma. VISTA MAR  em várias varandas. Composto por 3 quartos em suite com ar condicionadoSala de grandes dimensões também com ar condicionadoCozinha totalmente equipada, eletrodomésticos da Marca SIEMENS, inclui máquina de lavar e máquina de secar roupa.Painéis SolaresAspiração centralSom ambienteLuz por sensores na escadas2 lugares de estacionamento na garagem ;A+;http://www.remax.pt/Duplex-For-Sale-Quelfes-Olhao_123561036-53;37.036354;-7.827396;3;;1;576,00;2011;192;3;4;;;;
CENTRALIDADE E CONFORTO ESPERAM POR SI!;300.000 €;Luxo e tranquilidade esperam por si.Esta é a melhor formar de definir a nobre localização (frente ao Parque da Cidade de Aveiro) deste fantástico apartamento de 5 divisões assoalhadas de áreas francamente generosas. Excelente oportunidade para trazer a sua família para uma das zonas mais emblemáticas da nossa cidade.Condições especiais de Financiamento: Possibilidade de financiamento a 100%, com o Spread vantajoso e garantido de 2,35%, com o Banco Santander Totta.Marque ainda hoje a sua visita!;A+;http://www.remax.pt/Condo-Apartment-For-Sale-Gloria-Aveiro_123421040-78;40.636753;-8.652956;2;;;616,00;2013;238;2;3;1º Andar;;4;
Apartamento Novo com Financiamento a 100%;220.000 €;Apartamentos com excelentes áreas e alta qualidade de construção, em prédio de arquitectura moderna, situado na Nova Azeda, em Setúbal.Fáceis acessos á A1 e a zonas comerciais, a 2 minutos do futuro Centro Comercial Alegro de Setúbal.Condições especiais de financiamento a 100%! Pormenores Técnicos: - Caixilharia em alumínio lacado á côr natural c/rotura térmica e vidro duplo,- Estores das janelas em alumínio termolacado e das varandas e terraço, com estoresBrisa, com comando eléctrico,- Pré-instalação de ar condicionado em todas as divisões, incluindo na cozinha,- Aquecimento de águas sanitárias através de painéis solares individuais com  depósito...;A+;http://www.remax.pt/Condo-Apartment-For-Sale-Setubal-(Sao-Sebastiao)-Setubal_123411019-87;38.542094;-8.877329;3;;;;2012;170;;4;1º Andar;;;
CHARMOSO T3 EM PEDROUÇOS - BELÉM;590.000 €;  Excelente T3 no Edifício Pedrouços, 67 Belém, na emblemática rua dos eléctricos.De construção nova (à exceção da fachada), o Edifício obedece a todas as exigências atuais: caixilharia de vidro duplo, painéis solares, aquecimento central, cozinhas equipadas com eletrodomésticos Bosch, estacionamento e excecional isolamento térmico e acústico.O interior do apartamento desfruta da elegância proporcionada pelos tons suaves e pelos materiais selecionados para os acabamentos: soalho em afizélia, carpintarias lacadas a branco, roupeiros forrados no interior a...;A+;http://www.remax.pt/Condo-Apartment-For-Sale-Santa-Maria-de-Belem-Lisbon_120181138-259;38.695698;-9.218726;3;;;;2011;187;2;4;1º Andar;;4;
Luxuoso Apartamento T3 novo em frente ao Mar ;386.870 €;Apartamento T3 em frente ao mar com acabamentos de Luxo. Localizado numa zona nobre e totalmente requalificada de Vila Nova de Gaia, no entanto próximo do centro urbano. Com uma visão moderna e futurista, concilia as mais recentes técnicas de construção com o conforto e eficiência energética, sem nunca esquecer a segurança e a funcionalidade. Sem descurar o lazer e o bem estar, este apartamento está inserido num edifício com piscina interior aquecida, jacuzzi e banho turco. Tem ainda uma envolvente de espaços ajardinados aonde poderá usufruir do ar puro, da brisa do mar e do sol. ;A+;http://www.remax.pt/Condo-Apartment-For-Sale-Canidelo-Vila-Nova-de-Gaia_123571055-20;41.128601;-8.666775;3;;;213,00;2014;213;3;4;;;1;
Qualidade * Conforto * Distinção;240.000 €;O edifício Cais da Colina foi idealizado a pensar em si, que aprecia a privacidade, a qualidade de construção, o conforto e o requinte dos detalhes.;A+;http://www.remax.pt/Condo-Apartment-For-Sale-Corroios-Seixal_120401122-106;38.637233;-9.163634;3;;;523,00;2012;139;2;4;1º Andar;;;
NOVO - MORADIA DE SONHO EM HARMONIA COM A NATUREZA;540.000 €;  Fantástica moradia inserida no empreendimento Quinta de São Sebastião, no topo da Vila de Barcarena, com excelente vista de campo e mar! Áreas amplas e layout interno moderno e funcional, eficiência energética A+, construção de elevada qualidade e cuidada seleção de acabamentos e equipamentos. Cozinha totalmente equipada. Aspiração central e alarme volumétrico contra intrusão. Ar condicionado Mitsubishi. Painéis solares Vulcano (águas quentes). Estacionamento privativo para 3 automóveis.Proximidade de importantes eixos rodoviários e a poucos minutos de áreas...;A+;http://www.remax.pt/Two-Family-House-For-Sale-Barcarena-Oeiras_120181138-251;38.719933;-9.269425;4;;2;283,00;2008;252;2;5;;;3;
Qualidade * Conforto * Distinção;225.000 €;O edifício Cais da Colina foi idealizado a pensar em si, que aprecia a privacidade, a qualidade de construção, o conforto e o requinte dos detalhes.;A+;http://www.remax.pt/Condo-Apartment-For-Sale-Corroios-Seixal_120401122-104;38.637233;-9.163634;3;;;523,00;2012;136;2;4;R/C;;;
Qualidade * Conforto * Distinção;190.000 €;O edifício Cais da Colina foi idealizado a pensar em si, que aprecia a privacidade, a qualidade de construção, o conforto e o requinte dos detalhes.;A+;http://www.remax.pt/Condo-Apartment-For-Sale-Corroios-Seixal_120401122-105;38.637233;-9.163634;2;;;523,00;2012;95;1;3;R/C;;;
Moradia Térrea, T3 em Brito, com acabamentos de alta qualidade!!!;450.000 €;Moradia Térrea T3, em Brito, com acabamentos de alta qualidade!!! Localizada em zona tranquila, com óptimos acessos e excelente exposição solar. Indicada para quem "exige" uma habitação de excelência, com tudo aquilo que de melhor um "lar" tem para oferecer!!!PG/AB;A+;http://www.remax.pt/Two-Family-House-For-Sale-Brito-Guimaraes_123061082-11;;;3;;2;1.033,00;2011;344;1;4;;252,00;1;
T4 Excelentes areas onde o requinte e a qualidade se encontram no centro da cidade ;570.000 €;Na Quinta de Alvalade no Lumiar este fantástico T4 é uma proposta de excelência no mercado residencial. Grandes áreas, muita luz, cozinha equipada, aquecimento central, sistema de painéis solares, revestimento do chão a madeira natural, casas de banho revestidas a pedra natural banheiras e duches com hidromassagem termostática, 3 lugares de garagem.Venha visitar ;A+;http://www.remax.pt/Condo-Apartment-For-Sale-Lumiar-Lisbon_123441080-37;38.747178;-9.21978;4;3;1;935,00;2010;228;3;5;1º Andar;19.150,00;11;
APARTAMENTOS COM CONDIÇÕES ESPECIAIS DE FINANCIAMENTO.;160.000 €;Oportunidade. Visite este excelente apartamento com 2 frentes e vistas fantásticas para Lisboa. Excelente exposição solar. Varandas que servem os quartos, cozinha e sala comum com churrasqueira. Está inserido numa urbanização com todo o tipo de comércio, com hipermercado Continente e LDL e a 5 minutos do Centro Comercial Strada e uns excelentes acessos aos eixos rodoviários IC17, CRIL, A8, próximo também do novo hospital Loures/Odivelas.;A+;http://www.remax.pt/Condo-Apartment-For-Sale-Famoes-Odivelas_122841122-81;;;2;;;280,00;2013;130;2;3;R/C;;;
LUXUOSO T3 C/CONDIÇÕES ESPECIAIS FINANCIAMENTO;250.000 €;Na Portela em prédio pequeno excelente apartamento de tipologia T3 composto por duas suites tendo uma banheira de hidromassagem e outra base de chuveiro com coluna de hidromassagem. Cozinha muito bonita termolaminada de cor branca com orla em alumínio e completamente equipada.Sala e cozinha com acesso a grande terraço coberto, com vistas panorâmicas.Marque já a sua Visita!;A+;http://www.remax.pt/Condo-Apartment-For-Sale-Santo-Antonio-dos-Olivais-Coimbra_123351005-160;40.184611;-8.404874;3;;;1.331,00;2012;147;3;4;3º Andar;147,00;;
FINANCIAMENTO 100% SPREAD 1%;160.000 €;Moradia T2 com linhas arquitectónicas modernas, em condomínio privado com piscina, composto por 9 fogos. Painel solar, estores eléctricos, ar-condicionado e pré-instalação para aspiração central. 2 lugares de garagem, com acesso directo à moradia. Logradouro com acesso directo à piscina. Terraço com 50 m2.Perto dos serviços. Zona sossegada. A poucos minutos da praia.;A+;http://www.remax.pt/Two-Family-House-For-Sale-Ferreiras-Albufeira_122371064-2;37.125971;-8.232279;2;;;;2011;177;2;3;;;;
FINANCIAMENTO 100% SPREAD 1%;160.000 €;Moradia T2+1 com linhas arquitectónicas modernas, em condomínio privado com piscina, composto por 9 fogos. Painel solar, estores eléctricos, ar-condicionado e pré-instalação para aspiração central. 2 lugares de garagem, com acesso directo à moradia. Logradouro com acesso directo à piscina.Perto dos serviços. Zona sossegada. A poucos minutos da praia.;A+;http://www.remax.pt/Two-Family-House-For-Sale-Ferreiras-Albufeira_122371064-3;37.126039;-8.231936;3;;;;2011;195;3;4;;;;
Apartamentos NOVOS;285.000 €;Fantásticos apartamentos a estrear em zona central e de referência, excelente localização, muita luminusidade, acabamentos de luxo.Materiais escolhidos com todo o detalhe e requinte. Vidros duplos com protecção térmica, estores elétricos de laminas de aluminio, pavimentos em Sucupira envernizada, painéis solares, aspiração central, alarme de tecnologia wireless, ar condicionado(solução por condutas).2 lugares de parqueamento, arrecadação.Venha conhecer, óptimos preços! ;A+;http://www.remax.pt/Condo-Apartment-For-Sale-Parede-Cascais_122911114-80;38.696805;-9.2991;3;;;144,00;2012;144;;4;5º Andar;;;
t3 de luxo com spread 1%;190.000 €;T3 de Luxo com construção de 1ª qualidadeAcabamentos de luxoExcelentes áreasSuite com quarto de vestir em alguns dos apartamentos deste empreendimentoReceção montada para eventuais visitas ou ate reunioes de condominio, num conforto unicoLigue me para eventuais esclarecimentos e visitas;A+;http://www.remax.pt/Condo-Apartment-For-Sale-Paranhos-Oporto_122071062-145;;;3;;;142,00;2013;122;;4;;;;
Vistas panorâmicas sobre a Foz do Rio Minho;250.000 €;  Magnífico T3 inserido no luxuoso Edifício Espelho d’ Água – projetado com amplas áreas, construído com materiais de primeira qualidade e finalizado com acabamentos de luxo – permite desfrutar dos jardins que envolvem o Edifício com acesso à ampla piscina coberta (com balneários) e sala de convívio.Com box fechada com ligação direta ao apartamento e arrumos.Cozinha moderna e totalmente equipada.  Uma suite com closet. Todos os quartos com armários embutidos.Em termos de acabamentos salienta-se ainda:- Fachada revestida a mármore branco ibisa e granito negro de angola,- Caixilharias em alumínio lacado, de correr com sistema elevatório e/ou oscilobatentes com rotura...;A+;http://www.remax.pt/Condo-Apartment-For-Sale-Vilarelho-Caminha_123571015-113;41.868932;-8.844244;3;;;181,00;2011;150;2;4;R/C;;;
***VENDIDO***;500.000 €;Um magnifico T3 com vista sobre o rio inserido em condominio de luxo na Ajuda.Condominio com 53 fracções, jardim, ginásio, jacuzzi e piscina.3 lugares de parqueamento e uma arrecadação.Acabamentos de luxo, localização premium ... um excelente investimento.Acabamentos Gerais:• Lajes fungiformes com cálculos anti-sísmicos• Certificação energética A+• Certificação acústica• Paredes duplas com lã mineral e cortiça • Cuidados especiais em todos os isolamentos interiores e exteriores• Cobertura (telhado) em chapa camarinha, a revestir painel sanduiche de 6 centímetros de isolamento• Pinturas interiores e exteriores com garantia Robiollac...;A+;http://www.remax.pt/Condo-Apartment-For-Sale-Ajuda-Lisbon_120511134-92;38.703039;-9.199562;3;;;125,00;2013;125;2;4;1º Andar;;;
T3 *NOVO* Quinta da Parreirinha;225.000 €;T3 *NOVO* Quinta da ParreirinhaSerá esta a casa que procura?...Apartamento T3 com acabamentos de grande qualidade e excelentes equipamentos, dos quais destaco: ar condicionado, aquecimento central, som ambiente, estores eléctricos e cozinha totalmente equipada que garantem o seu bem-estar e conforto.Este imóvel tem um lugar de estacionamento!O Edifício Lux está a 5 minutos do Parque das Nações e pertíssimo do Eixo-Norte Sul.Venha conhecer o andar modelo! Marque já a sua visita. Espero por SI...;A+;http://www.remax.pt/120531172-14;38.801561;-9.204273;3;;;200,00;2012;127;2;4;5º Andar;;;
LUXUOSO T3 C/CONDIÇÕES ESPECIAIS FINANCIAMENTO;250.000 €;Na Portela em prédio pequeno excelente apartamento de tipologia T3 composto por duas suites tendo uma banheira de hidromassagem e outra base de chuveiro com coluna de hidromassagem. Cozinha muito bonita termolaminada de cor branca com orla em alumínio e completamente equipada.Sala e cozinha com acesso a grande terraço coberto, com vistas panorâmicas.Marque já a sua Visita!;A+;http://www.remax.pt/Condo-Apartment-For-Sale-Santo-Antonio-dos-Olivais-Coimbra_123351005-159;40.184611;-8.404874;3;;;1.331,00;2012;147;3;4;2º Andar;147,00;;
T4 *NOVO* Quinta da Parreirinha;240.000 €;T4 *NOVO* Quinta da ParreirinhaSerá esta a casa que procura?...Apartamento T4 com acabamentos de grande qualidade e excelentes equipamentos, dos quais destaco: ar condicionado, aquecimento central, som ambiente, estores eléctricos e cozinha totalmente equipada que garantem o seu bem-estar e conforto.Este imóvel tem um lugar de estacionamento mais uma Box!O Edifício Lux está a 5 minutos do Parque das Nações e pertíssimo do Eixo-Norte Sul.Venha conhecer o andar modelo! Marque já a sua visita. Espero por SI...;A+;http://www.remax.pt/120531172-10;38.801561;-9.204273;4;;;200,00;2012;147;3;5;2º Andar;;;
T4 *NOVO* Quinta da Parreirinha;240.000 €;T4 *NOVO* Quinta da ParreirinhaSerá esta a casa que procura?...Apartamento T4 com acabamentos de grande qualidade e excelentes equipamentos, dos quais destaco: ar condicionado, aquecimento central, som ambiente, estores eléctricos e cozinha totalmente equipada que garantem o seu bem-estar e conforto.Este imóvel tem um lugar de estacionamento mais uma Box!O Edifício Lux está a 5 minutos do Parque das Nações e pertíssimo do Eixo-Norte Sul.Venha conhecer o andar modelo! Marque já a sua visita. Espero por SI...;A+;http://www.remax.pt/120531172-11;38.801561;-9.204273;4;;;200,00;2012;147;3;5;3º Andar;;;
T4 *NOVO* Quinta da Parreirinha;240.000 €;T4 *NOVO* Quinta da ParreirinhaSerá esta a casa que procura?...Apartamento T4 com acabamentos de grande qualidade e excelentes equipamentos, dos quais destaco: ar condicionado, aquecimento central, som ambiente, estores eléctricos e cozinha totalmente equipada que garantem o seu bem-estar e conforto.Este imóvel tem um lugar de estacionamento mais uma Box!O Edifício Lux está a 5 minutos do Parque das Nações e pertíssimo do Eixo-Norte Sul.Venha conhecer o andar modelo! Marque já a sua visita. Espero por SI...;A+;http://www.remax.pt/120531172-12;38.801561;-9.204273;4;;;200,00;2012;147;3;5;4º Andar;;;
T4 *NOVO* Quinta da Parreirinha;245.000 €;T4 *NOVO* Quinta da ParreirinhaSerá esta a casa que procura?...Apartamento T4 com acabamentos de grande qualidade e excelentes equipamentos, dos quais destaco: ar condicionado, aquecimento central, som ambiente, estores eléctricos e cozinha totalmente equipada que garantem o seu bem-estar e conforto.Este imóvel tem um lugar de estacionamento mais uma Box!O Edifício Lux está a 5 minutos do Parque das Nações e pertíssimo do Eixo-Norte Sul.Venha conhecer o andar modelo! Marque já a sua visita. Espero por SI...;A+;http://www.remax.pt/120531172-13;38.801561;-9.204273;4;;;200,00;2012;147;3;5;5º Andar;;;
Apartamentos NOVOS;297.500 €;Fantásticos apartamentos a estrear em zona central e de referência, excelente localização, muita luminusidade, acabamentos de luxo.Materiais escolhidos com todo o detalhe e requinte. Vidros duplos com protecção térmica, estores elétricos de laminas de aluminio, pavimentos em Sucupira envernizada, painéis solares, aspiração central, alarme de tecnologia wireless, ar condicionado(solução por condutas).2 lugares de parqueamento, arrecadação.Venha conhecer, óptimos preços! ;A+;http://www.remax.pt/Condo-Apartment-For-Sale-Parede-Cascais_122911114-82;38.696805;-9.2991;3;;;148,00;2012;148;;4;5º Andar;;;
